,genre,mel_spectrogram_path,segment_index,mel_spectrogram_shape,original_audio_path
1009,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00060.wav
1010,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00060.wav
1011,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00060.wav
1012,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00060.wav
1013,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00060.wav
1014,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1015,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1016,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1017,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1018,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1019,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00021.wav
1020,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1021,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1022,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1023,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1024,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1025,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00087.wav
1026,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1027,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1028,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1029,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1030,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1031,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00085.wav
1032,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1033,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1034,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1035,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1036,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1037,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00080.wav
1038,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1039,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1040,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1041,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1042,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1043,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00007.wav
1044,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1045,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1046,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1047,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1048,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1049,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00001.wav
1050,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1051,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1052,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1053,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1054,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1055,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00015.wav
1056,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1057,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1058,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1059,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1060,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1061,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00035.wav
1062,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1063,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1064,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1065,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1066,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1067,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00042.wav
1068,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1069,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1070,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1071,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1072,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1073,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00047.wav
1074,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1075,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1076,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1077,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1078,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1079,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00009.wav
1080,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1081,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1082,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1083,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1084,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1085,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00088.wav
1086,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1087,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1088,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1089,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1090,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1091,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00069.wav
1092,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1093,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1094,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1095,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1096,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1097,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00093.wav
1098,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1099,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1100,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1101,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1102,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1103,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00053.wav
1104,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1105,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1106,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1107,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1108,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1109,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00073.wav
1110,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1111,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1112,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1113,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1114,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1115,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00020.wav
1116,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1117,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1118,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1119,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1120,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1121,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00026.wav
1122,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00098.wav
1123,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00098.wav
1124,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00098.wav
1125,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00098.wav
1126,pop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/pop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/pop/pop.00098.wav
